Id,IsActive,IsDeleted,CreatedOn,LastModifiedOn,DeletedOn,DateTimeStart,DateTimeEnd,EventType,PrimaryGenre,Description,CoverImageURL,TicketLink,AmountOfStages,AmountOfArtists,AdditionalInformation,PromotionalImagesURLs,PASystem,Turntable,CDJ,Mixer,Monitor,IsVisualsRequired,IsCancelled,EventId
105,t,f,2025-06-09 09:10:08.028+00,2025-06-09 09:10:08.028+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,Festival,,"Jaguar House collaborates with Resør Electronics for an exclusive ADE showcase at KELDER, highlighting cutting-edge electronic performances.",,https://ra.co/events/2021444,4,8,"Jaguar House collaborates with Resør Electronics for an exclusive ADE showcase at KELDER, highlighting cutting-edge electronic performances.",{},Jaguar House X KELDER - Resør Electronics Showcase,Jaguar House X KELDER - Resør Electronics Showcase,Jaguar House X KELDER - Resør Electronics Showcase,Jaguar House X KELDER - Resør Electronics Showcase,Jaguar House X KELDER - Resør Electronics Showcase,f,f,121
106,t,f,2025-06-09 09:13:16.868+00,2025-06-09 09:13:16.868+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,Festival,,"Circle of Live returns for a genre-fluid, improvised electronic showcase presented by Loveland during ADE 2025. Marco Carola and the Music On crew return to Amsterdam this October for another showdown at Amsterdam Dance Event!
",,https://ra.co/events/2158690,4,8,"Circle of Live returns for a genre-fluid, improvised electronic showcase presented by Loveland during ADE 2025.",{},Loveland x Circle of Live - ADE 2025,Loveland x Circle of Live - ADE 2025,Loveland x Circle of Live - ADE 2025,Loveland x Circle of Live - ADE 2025,Loveland x Circle of Live - ADE 2025,f,f,122
107,t,f,2025-06-09 09:15:49.843+00,2025-06-09 09:15:49.843+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,Festival,,"Yoyaku returns to Shelter for their ADE label night, bringing minimal, deep techno, and groovy house selectors.
LINE UP
Andy Kolwes
Arno aka Einzelkind
Cabanne
Craig Richards
Chris Korda Live
ERIS (Enrica Falqui & Dea (6) )
Estelle P
Fumiya Tanaka
Janeret
Lamache
Miroloja
Nathan Homan
Roger Gerressen
Satoshi Tomiie B2B Charlotte V 
Shakèd  Hybrid Set
Voigtmann
Share
Yoyaku x Repeers goes to Amsterdam Dance Event ! 3 stages and 19 artists for a 10-hours party no one wants to miss",,https://ra.co/events/2173231,4,8,"Yoyaku returns to Shelter for their ADE label night, bringing minimal, deep techno, and groovy house selectors.",{},Yoyaku x ADE - Shelter Amsterdam,Yoyaku x ADE - Shelter Amsterdam,Yoyaku x ADE - Shelter Amsterdam,Yoyaku x ADE - Shelter Amsterdam,Yoyaku x ADE - Shelter Amsterdam,f,f,123
199,t,f,2025-10-28 13:22:16.171+00,2025-10-28 13:22:16.171+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,SHOWCASE & INDUSTRY,,This event was super cool,,,0,0,,{},,,,,,f,f,215
204,t,f,2025-10-30 10:36:59.243+00,2025-10-30 10:36:59.243+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,q,,,0,0,,{},,,,,,f,f,220
108,t,f,2025-06-09 09:17:55.691+00,2025-06-09 09:17:55.691+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,Festival,,"IN ACT ADE: Dish Dash, Marino Canal B2B Henri Bergmann, Oostil B2B The Element, Rolbac  Saturday, October 25 | Sunset Boat Party – Amsterdam Boarding: 17:30 | Sailing: 18:00–22:00   IN ACT sets sail for its Amsterdam debut during ADE Week — a one-of-a-kind sunset journey curated for those who move with intention and lose themselves in sound.  The vibe? Deep, progressive, and melodic — drifting between hypnotic builds and emotional breaks, soundtracking golden hour into nightfall.  Step aboard and ride the rhythm with:  ✦ Dish Dash ✦ Marino Canal b2b Henri Bergmann ✦ Oostil b2b The Element ✦ Rolbac  Expect fluid transitions, a panoramic skyline. dancefloor in motion on water. Limited capacity. Elevated energy.  Location: Sunset Boat Party – Pier 14, behind Central Station Dress code: Comfortable with character. ID required   Join the movement — IN ACT.",,https://ra.co/events/2166976,4,8,"IN ACT sets sail for its Amsterdam debut during ADE Week—a one-of-a-kind sunset journey curated for those who move with intention and lose themselves in sound. Expect fluid transitions, a panoramic skyline, and a dancefloor in motion on water.",{},"IN ACT ADE: Dish Dash, Marino Canal B2B Henri Bergmann, Øostil","IN ACT ADE: Dish Dash, Marino Canal B2B Henri Bergmann, Øostil","IN ACT ADE: Dish Dash, Marino Canal B2B Henri Bergmann, Øostil","IN ACT ADE: Dish Dash, Marino Canal B2B Henri Bergmann, Øostil","IN ACT ADE: Dish Dash, Marino Canal B2B Henri Bergmann, Øostil",f,f,124
109,t,f,2025-06-09 09:20:27.535+00,2025-06-09 09:20:27.535+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,Festival,,"Mariano Mellino presents a new edition of Audioholics. A lineup from another galaxy, ready to launch at ADE. Get on the ship — and let the journey begin.",,https://ra.co/events/2173239,4,8,"Mariano Mellino presents a new edition of Audioholics. A lineup from another galaxy, ready to launch at ADE. Get on the ship—and let the journey begin.",{},Audioholics ADE at B. Rooftop,Audioholics ADE at B. Rooftop,Audioholics ADE at B. Rooftop,Audioholics ADE at B. Rooftop,Audioholics ADE at B. Rooftop,f,f,125
111,t,f,2025-06-09 09:25:28.576+00,2025-06-09 09:25:28.576+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,Festival,,"Brighter Days returns to Shelter during ADE, curated by Kamma & Masalo, featuring a soulful lineup of house and disco artists.",,https://ra.co/events/1952249,4,8,"Brighter Days returns to Shelter during ADE, curated by Kamma & Masalo, featuring a soulful lineup of house and disco artists.",{},Shelter presents: Brighter Days by Kamma & Masalo,Shelter presents: Brighter Days by Kamma & Masalo,Shelter presents: Brighter Days by Kamma & Masalo,Shelter presents: Brighter Days by Kamma & Masalo,Shelter presents: Brighter Days by Kamma & Masalo,f,f,127
112,t,f,2025-06-09 09:28:02.808+00,2025-06-09 09:28:02.808+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,Festival,,"oin us for an unforgettable night on the 20th floor of the A’DAM Tower, as Madam invites Detroit Love on October 19 during ADE. Lose yourself in the sounds of Detroit, featuring headlining performances by Carl Craig, DJ Stingray and Omar-S.  Experience the raw energy and authentic vibes of the Motor City right in the city of Amsterdam. This event is a tribute to the iconic Detroit Love, bringing together some of the finest talents from the birthplace of techno.   See you on the dance floor!
",,https://ra.co/events/1967214,4,8,"Madam hosts a special ADE edition of Detroit Love, celebrating the rich legacy of Detroit techno with a stellar lineup.",{},Madam Invites Detroit Love ADE,Madam Invites Detroit Love ADE,Madam Invites Detroit Love ADE,Madam Invites Detroit Love ADE,Madam Invites Detroit Love ADE,f,f,128
113,t,f,2025-06-09 09:30:01.337+00,2025-06-09 09:30:01.337+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,Festival,,"Join us on October 19th for Ben Hemsley's & friends boatparty!  With tracks signed to labels like his own bebé recordings and Armada Music, it’s no surprise he won the Best Producer category in the DJ Mag, Best of British awards. Add to that a new BBC 1 Radio Residency and an Ibiza residency for his bebé label at Ibiza rocks! Ben is one of the biggest ticket sellers in the UK and is quickly solidifying his name in the dance music world while putting a new spin on trance!  Get on board with Ben and his crew including:  Maruwa Eva Vriday Kyle Starkey Superstrings  Doors open 23:00 Start sailing 23:30, be on time! End 05:00 ( no stops hafway)",,https://ra.co/events/1987453,4,8," Get on board with Ben and his crew including:
Ben Hemsley 
Eva Vrijdag 
Kyle Starkey 
Maruwa 
Superstrings",{},Ben Hemsley & Friends ADE Boat Party,Ben Hemsley & Friends ADE Boat Party,Ben Hemsley & Friends ADE Boat Party,Ben Hemsley & Friends ADE Boat Party,Ben Hemsley & Friends ADE Boat Party,f,f,129
114,t,f,2025-06-09 09:32:08.306+00,2025-06-09 09:32:08.306+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,Festival,,"Joris Voorn presents Spectrum during ADE, bringing a curated lineup of progressive, melodic and deep techno friends to Shelter. 
Adiel 
Beste Hira 
DVS1 
Joris Voorn 
Rødhåd x Rene Wise
Share",,https://ra.co/events/1995604,4,8,"Joris Voorn presents Spectrum during ADE, bringing a curated lineup of progressive, melodic and deep techno friends to Shelter.",{},Spectrum x ADE: Joris Voorn & Friends,Spectrum x ADE: Joris Voorn & Friends,Spectrum x ADE: Joris Voorn & Friends,Spectrum x ADE: Joris Voorn & Friends,Spectrum x ADE: Joris Voorn & Friends,f,f,130
115,t,f,2025-06-09 09:34:07.031+00,2025-06-09 09:34:07.031+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,Festival,,"He.She.They returns to ADE to celebrate inclusion, diversity and freedom through house, techno and non-binary expression.",,https://ra.co/events/1995759,4,8,"He.She.They returns to ADE to celebrate inclusion, diversity and freedom through house, techno and non-binary expression.",{},He.She.They ADE: Diversity on the Dancefloor,He.She.They ADE: Diversity on the Dancefloor,He.She.They ADE: Diversity on the Dancefloor,He.She.They ADE: Diversity on the Dancefloor,He.She.They ADE: Diversity on the Dancefloor,f,f,131
116,t,f,2025-06-09 09:36:16.674+00,2025-06-09 09:36:16.674+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,Festival,,SLAPFUNK celebrates 11 years of underground grooves with a marathon ADE session at BRET.,,https://ra.co/events/2022552,4,8,SLAPFUNK celebrates 11 years of underground grooves with a marathon ADE session at BRET.,{},SLAPFUNK x ADE 2024 – 11 Year Anniversary,SLAPFUNK x ADE 2024 – 11 Year Anniversary,SLAPFUNK x ADE 2024 – 11 Year Anniversary,SLAPFUNK x ADE 2024 – 11 Year Anniversary,SLAPFUNK x ADE 2024 – 11 Year Anniversary,f,f,132
117,t,f,2025-06-09 09:39:41.075+00,2025-06-09 09:39:41.075+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,Festival,,An immersive music and performance experience unfolds at Supperclub’s ADE 2024 ‘Secret Garden’ edition.,,https://ra.co/events/1971935,4,8,An immersive music and performance experience unfolds at Supperclub’s ADE 2024 ‘Secret Garden’ edition.,{},Supperclub x ADE – Secret Garden,Supperclub x ADE – Secret Garden,Supperclub x ADE – Secret Garden,Supperclub x ADE – Secret Garden,Supperclub x ADE – Secret Garden,f,f,133
118,t,f,2025-06-09 09:41:40.61+00,2025-06-09 09:41:40.61+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,Festival,,"SoHaSo and Bordello A Parigi join forces for a night of leftfield electronic sounds, disco, house and analog grooves during ADE.",,https://ra.co/events/2022550,4,8,"SoHaSo and Bordello A Parigi join forces for a night of leftfield electronic sounds, disco, house and analog grooves during ADE.",{},Modular Festival by SoHaSo & Bordello A Parigi,Modular Festival by SoHaSo & Bordello A Parigi,Modular Festival by SoHaSo & Bordello A Parigi,Modular Festival by SoHaSo & Bordello A Parigi,Modular Festival by SoHaSo & Bordello A Parigi,f,f,134
120,t,f,2025-06-09 10:51:23.53+00,2025-06-09 10:51:23.53+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,Festival,,Recess night with French headliner Popof and Rooney Nasr.,,https://ra.co/events/1864990,4,8,Recess night with French headliner Popof and Rooney Nasr.,{},Recess × Popof,Recess × Popof,Recess × Popof,Recess × Popof,Recess × Popof,f,f,136
121,t,f,2025-06-09 10:54:04.878+00,2025-06-09 10:54:04.878+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,Festival,,Progressive and techno night featuring Lampé and TiM TASTE with Rooney Nasr.,,https://ra.co/events/1849946,4,8,Progressive and techno night featuring Lampé and TiM TASTE with Rooney Nasr.,{},Recess × Lampé × TiM TASTE,Recess × Lampé × TiM TASTE,Recess × Lampé × TiM TASTE,Recess × Lampé × TiM TASTE,Recess × Lampé × TiM TASTE,f,f,137
122,t,f,2025-06-09 11:14:47.261+00,2025-06-09 11:14:47.261+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,Festival,,Outdoor Saudi festival Cosmic Waves featuring Spartaque & Rooney Nasr.,,https://ra.co/events/1724245,4,8,Outdoor Saudi festival Cosmic Waves featuring Spartaque & Rooney Nasr.,{},Cosmic Waves,Cosmic Waves,Cosmic Waves,Cosmic Waves,Cosmic Waves,f,f,138
123,t,f,2025-06-09 11:19:37.463+00,2025-06-09 11:19:37.463+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,Festival,,Hard-driving techno night Metemychosis at Minus 5.,,https://ra.co/events/1690144,4,8,Hard-driving techno night Metemychosis at Minus 5.,{},Metemychosis,Metemychosis,Metemychosis,Metemychosis,Metemychosis,f,f,139
124,t,f,2025-06-09 11:35:29.116+00,2025-06-09 11:35:29.116+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,Festival,,Concrete Mayhem returns to Minus 5 with Rooney Nasr.,,https://ra.co/events/1667140,4,8,Concrete Mayhem returns to Minus 5 with Rooney Nasr.,{},Concrete Mayhem,Concrete Mayhem,Concrete Mayhem,Concrete Mayhem,Concrete Mayhem,f,f,140
125,t,f,2025-06-09 11:50:17.777+00,2025-06-09 11:50:17.777+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,Festival,,First-anniversary party for Escape Through Music at Concrete 1994.,,https://ra.co/events/1620765,4,8,First-anniversary party for Escape Through Music at Concrete 1994.,{},Escape Through Music (Anniv 01),Escape Through Music (Anniv 01),Escape Through Music (Anniv 01),Escape Through Music (Anniv 01),Escape Through Music (Anniv 01),f,f,141
126,t,f,2025-06-09 11:53:02.074+00,2025-06-09 11:53:02.074+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,Festival,,Ekstasis night with San Lopez & Rooney Nasr.,,https://ra.co/events/1643429,4,8,Ekstasis night with San Lopez & Rooney Nasr.,{},Ekstasis Lebanon presents San Lopez,Ekstasis Lebanon presents San Lopez,Ekstasis Lebanon presents San Lopez,Ekstasis Lebanon presents San Lopez,Ekstasis Lebanon presents San Lopez,f,f,142
127,t,f,2025-06-09 11:55:35.195+00,2025-06-09 11:55:35.195+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,Festival,,Projekt X New Year’s Eve with Rooney Nasr & guests.,,https://ra.co/events/1492027,4,8,Projekt X New Year’s Eve with Rooney Nasr & guests.,{},Projekt X NYE 2022,Projekt X NYE 2022,Projekt X NYE 2022,Projekt X NYE 2022,Projekt X NYE 2022,f,f,143
128,t,f,2025-06-09 09:54:32.152+00,2025-06-09 09:54:32.152+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,Festival,,"Joris Voorn presents Spectrum during ADE, bringing a curated lineup of progressive, melodic and deep techno friends to Shelter. 
",,https://ra.co/events/1995604,1,6,"Joris Voorn presents Spectrum during ADE, bringing a curated lineup of progressive, melodic and deep techno friends to Shelter. 
",{},L-Acoustics K1/K2 Line Array with SB28 Subs,Technics SL-1210 MK7 (x2),Pioneer CDJ-3000 (x4),Allen & Heath Xone:96,L-Acoustics X15 HiQ or Funktion-One PSM318 Booth Monitors,f,f,144
130,t,f,2025-06-12 08:25:43.014+00,2025-06-12 08:25:43.014+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,Festival,,This Berlin club night features The Enveloper and Wiebe Roose at Insomnia as part of Hedomanie’s electronic showcase.,,https://ra.co/events/2111074,4,8,This Berlin club night features The Enveloper and Wiebe Roose at Insomnia as part of Hedomanie’s electronic showcase.,{},Hedomanie Invites Ecstatic Dance with PreParty,Hedomanie Invites Ecstatic Dance with PreParty,Hedomanie Invites Ecstatic Dance with PreParty,Hedomanie Invites Ecstatic Dance with PreParty,Hedomanie Invites Ecstatic Dance with PreParty,f,f,146
131,t,f,2025-06-12 08:30:11.964+00,2025-06-12 08:30:11.964+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,Festival,,SYNDEN. returns to Berlin with The Enveloper and a surprise lineup of techno artists at a yet-to-be-revealed location.,,https://ra.co/events/2167189,4,8,SYNDEN. returns to Berlin with The Enveloper and a surprise lineup of techno artists at a yet-to-be-revealed location.,{},SYNDEN. Invites TBA,SYNDEN. Invites TBA,SYNDEN. Invites TBA,SYNDEN. Invites TBA,SYNDEN. Invites TBA,f,f,147
132,t,f,2025-06-12 08:32:50.847+00,2025-06-12 08:32:50.847+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,Festival,,A full weekend of underground techno hosted by TAGESRAVER and SYNDEN. with The Enveloper and crew.,,https://ra.co/events/2094837,4,8,A full weekend of underground techno hosted by TAGESRAVER and SYNDEN. with The Enveloper and crew.,{},TAGESRAVER x SYNDEN. Weekender,TAGESRAVER x SYNDEN. Weekender,TAGESRAVER x SYNDEN. Weekender,TAGESRAVER x SYNDEN. Weekender,TAGESRAVER x SYNDEN. Weekender,f,f,148
133,t,f,2025-06-12 08:34:46.876+00,2025-06-12 08:34:46.876+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,Festival,,A night of heavy-hitting techno acts presented by X-BASS including The Enveloper and other driving talents.,,https://ra.co/events/2025211,4,8,A night of heavy-hitting techno acts presented by X-BASS including The Enveloper and other driving talents.,{},"X-BASS Presents: DeGuzman, NEGITIV, Neon Graveyard","X-BASS Presents: DeGuzman, NEGITIV, Neon Graveyard","X-BASS Presents: DeGuzman, NEGITIV, Neon Graveyard","X-BASS Presents: DeGuzman, NEGITIV, Neon Graveyard","X-BASS Presents: DeGuzman, NEGITIV, Neon Graveyard",f,f,149
134,t,f,2025-06-12 08:36:25.734+00,2025-06-12 08:36:25.734+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,Festival,,"Techno synergy between PLAY, SYNDEN., and Mandora featuring The Enveloper and friends for a blistering Berlin session.",,https://ra.co/events/1962287,4,8,"Techno synergy between PLAY, SYNDEN., and Mandora featuring The Enveloper and friends for a blistering Berlin session.",{},PLAY x SYNDEN. x Mandora,PLAY x SYNDEN. x Mandora,PLAY x SYNDEN. x Mandora,PLAY x SYNDEN. x Mandora,PLAY x SYNDEN. x Mandora,f,f,150
135,t,f,2025-06-12 08:38:48.69+00,2025-06-12 08:38:48.69+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,Festival,,"SYNDEN. hosts a powerful night at Roof175, Mainz, featuring top-tier techno sets including a performance by The Enveloper.",,https://ra.co/events/2029367,4,8,"SYNDEN. hosts a powerful night at Roof175, Mainz, featuring top-tier techno sets including a performance by The Enveloper.",{},SYNDEN. at Roof175,SYNDEN. at Roof175,SYNDEN. at Roof175,SYNDEN. at Roof175,SYNDEN. at Roof175,f,f,151
136,t,f,2025-06-12 08:40:48.067+00,2025-06-12 08:40:48.067+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,Festival,,An extended b2b session at SYNDEN. with deep and hypnotic sets including The Enveloper at his finest.,,https://ra.co/events/1962069,4,8,An extended b2b session at SYNDEN. with deep and hypnotic sets including The Enveloper at his finest.,{},SYNDEN. with George b2b PLOYZZ Extended Set,SYNDEN. with George b2b PLOYZZ Extended Set,SYNDEN. with George b2b PLOYZZ Extended Set,SYNDEN. with George b2b PLOYZZ Extended Set,SYNDEN. with George b2b PLOYZZ Extended Set,f,f,152
137,t,f,2025-06-12 08:42:37.727+00,2025-06-12 08:42:37.727+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,Festival,,Berlin’s Volume club celebrates Antrieb’s 25th edition with a dark and driving techno lineup including The Enveloper.,,https://ra.co/events/1972839,4,8,Berlin’s Volume club celebrates Antrieb’s 25th edition with a dark and driving techno lineup including The Enveloper.,{},Antrieb #25 / Volume Berlin,Antrieb #25 / Volume Berlin,Antrieb #25 / Volume Berlin,Antrieb #25 / Volume Berlin,Antrieb #25 / Volume Berlin,f,f,153
138,t,f,2025-06-12 08:45:27.524+00,2025-06-12 08:45:27.524+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,Festival,,A Gemini-themed night of cosmic techno and pulsating rhythms featuring The Enveloper at Oma Doris.,,https://ra.co/events/1947111,4,8,A Gemini-themed night of cosmic techno and pulsating rhythms featuring The Enveloper at Oma Doris.,{},"GEMINI with Flaga, Herbrido, MVX, The Enveloper","GEMINI with Flaga, Herbrido, MVX, The Enveloper","GEMINI with Flaga, Herbrido, MVX, The Enveloper","GEMINI with Flaga, Herbrido, MVX, The Enveloper","GEMINI with Flaga, Herbrido, MVX, The Enveloper",f,f,154
139,t,f,2025-06-12 08:54:19.232+00,2025-06-12 08:54:19.232+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,Festival,,"Indoor techno marathon powered by BASSGEFLÜSTER and SYNDEN., with The Enveloper on the bill.",,https://ra.co/events/1890304,4,8,"Indoor techno marathon powered by BASSGEFLÜSTER and SYNDEN., with The Enveloper on the bill.",{},BASSGEFLÜSTER X SYNDEN. INDOOR FESTIVAL,BASSGEFLÜSTER X SYNDEN. INDOOR FESTIVAL,BASSGEFLÜSTER X SYNDEN. INDOOR FESTIVAL,BASSGEFLÜSTER X SYNDEN. INDOOR FESTIVAL,BASSGEFLÜSTER X SYNDEN. INDOOR FESTIVAL,f,f,155
140,t,f,2025-06-12 08:57:09.656+00,2025-06-12 08:57:09.656+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,Festival,,Cologne’s Elektroküche welcomes SYNDEN. and a strong techno lineup including a set from The Enveloper.,,https://ra.co/events/1894700,4,8,Cologne’s Elektroküche welcomes SYNDEN. and a strong techno lineup including a set from The Enveloper.,{},SYNDEN. with BMG & Basstrologe,SYNDEN. with BMG & Basstrologe,SYNDEN. with BMG & Basstrologe,SYNDEN. with BMG & Basstrologe,SYNDEN. with BMG & Basstrologe,f,f,156
141,t,f,2025-06-12 08:59:00.669+00,2025-06-12 08:59:00.669+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,Festival,,"A high-energy birthday celebration for SIRO (DE) at Essigfabrik, featuring The Enveloper and a full roster of underground techno artists.",,https://ra.co/events/1799154,4,8,"A high-energy birthday celebration for SIRO (DE) at Essigfabrik, featuring The Enveloper and a full roster of underground techno artists.",{},"Synden x SIRO’s Bday with Jacidorex, H! Dude & many more","Synden x SIRO’s Bday with Jacidorex, H! Dude & many more","Synden x SIRO’s Bday with Jacidorex, H! Dude & many more","Synden x SIRO’s Bday with Jacidorex, H! Dude & many more","Synden x SIRO’s Bday with Jacidorex, H! Dude & many more",f,f,157
